State ,City,Location,Month,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,RainFall,CropType
Virginia,Hampton,37°03′N 76°18′W / 37.05°N 76.30°W,September,89,82,60,59.63208022,66,3,74.7,mothbeans
Ohio,Dayton,39°47′N 84°12′W / 39.78°N 84.20°W,September,84,46,61,65.55088283,80,6,140.1,kidneybeans
South Carolina,Columbia,34°02′N 80°55′W / 34.04°N 80.91°W,September,90,79,64,56.27974124,66,3,101.9,papaya
California,Orange,33°47′N 117°52′W / 33.79°N 117.86°W,September,80,83,46,70.05859272,68,5,111.2,pomegranate
Iowa,Cedar Rapids,41°58′N 91°41′W / 41.97°N 91.68°W,September,74,54,78,56.93371438,68,6,54.4,grapes
Connecticut,Stamford,41°05′N 73°33′W / 41.08°N 73.55°W,September,92,50,49,56.45642612,80,3,90.2,mothbeans
California,Victorville,34°32′N 117°21′W / 34.53°N 117.35°W,September,68,60,71,66.34373185,76,3,47.8,chickpea
California,Pasadena,34°10′N 118°08′W / 34.16°N 118.14°W,September,73,75,85,79.89372301,66,8,62.9,grapes
New Jersey,Elizabeth,40°40′N 74°11′W / 40.67°N 74.19°W,September,75,54,84,50.20164469,72,5,104,mothbeans
Connecticut,New Haven,41°19′N 72°55′W / 41.31°N 72.92°W,September,65,46,56,76.61224907,79,8,95.6,pigeonpeas
Florida,Miramar,25°58′N 80°20′W / 25.97°N 80.34°W,September,79,83,64,52.10719083,77,5,97.1,rice
Washington,Kent,47°23′N 122°13′W / 47.39°N 122.21°W,September,91,74,50,49.62841838,67,7,40.4,banana
Michigan,Sterling Heights,42°35′N 83°02′W / 42.58°N 83.03°W,September,72,45,65,60.25737038,80,3,140.9,grapes
Texas,Carrollton,32°59′N 96°54′W / 32.99°N 96.90°W,September,72,76,62,65.08222501,70,7,133.1,maize
Florida,Coral Springs,26°16′N 80°16′W / 26.27°N 80.26°W,September,70,55,77,60.09826689,75,4,56.9,grapes
Texas,Midland,32°01′N 102°07′W / 32.02°N 102.11°W,September,77,75,65,67.22936477,69,4,136.4,cotton
Oklahoma,Norman,35°14′N 97°21′W / 35.24°N 97.35°W,September,86,49,45,45.78192829,81,4,96.7,kidneybeans
Georgia,Athens,33°57′N 83°22′W / 33.95°N 83.37°W,September,86,62,51,53.16709936,79,3,71.5,mungbean
California,Santa Clara,37°22′N 121°58′W / 37.36°N 121.97°W,September,75,40,46,57.52836022,66,6,67.1,apple
Missouri,Columbia,38°57′N 92°20′W / 38.95°N 92.33°W,September,74,72,45,67.16739468,79,3,115.4,watermelon
North Dakota,Fargo,46°52′N 96°50′W / 46.86°N 96.83°W,September,87,83,69,61.28491403,83,3,112.3,pigeonpeas
Texas,Pearland,29°34′N 95°19′W / 29.56°N 95.32°W,September,85,67,85,51.2728773,77,7,92.6,blackgram
California,Simi Valley,34°16′N 118°45′W / 34.27°N 118.75°W,September,70,77,80,79.22218,73,4,121.1,pigeonpeas
Idaho,Meridian,43°37′N 116°24′W / 43.61°N 116.40°W,September,74,71,73,65.72586282,67,3,99,jute
Kansas,Topeka,39°02′N 95°41′W / 39.03°N 95.69°W,September,66,45,55,60.46590172,73,6,63.8,blackgram
Pennsylvania,Allentown,40°35′N 75°29′W / 40.59°N 75.48°W,September,80,40,74,50.97263052,75,5,94.9,pomegranate
California,Thousand Oaks,34°11′N 118°52′W / 34.19°N 118.87°W,September,68,73,62,78.78101611,71,4,111.2,kidneybeans
Texas,Abilene,32°27′N 99°44′W / 32.45°N 99.74°W,September,82,82,78,45.91588091,71,8,126.2,orange
California,Vallejo,38°07′N 122°16′W / 38.11°N 122.26°W,September,85,73,69,57.71523371,68,8,144.3,jute
California,Concord,37°58′N 122°00′W / 37.97°N 122.00°W,September,78,77,52,51.67480783,70,8,47.2,banana
Texas,Round Rock,30°32′N 97°40′W / 30.53°N 97.66°W,September,86,44,64,60.92659798,84,4,123.2,rice
Colorado,Arvada,39°50′N 105°09′W / 39.83°N 105.15°W,September,71,57,82,52.33016228,67,7,126.7,pomegranate
California,Clovis,36°50′N 119°41′W / 36.83°N 119.68°W,September,76,51,77,78.34181668,79,7,100.3,kidneybeans
Florida,Palm Bay,27°58′N 80°40′W / 27.96°N 80.66°W,September,72,58,48,63.82689187,69,8,77.5,pomegranate
Missouri,Independence,39°05′N 94°21′W / 39.09°N 94.35°W,September,81,47,49,56.41296215,82,5,97.9,cotton
Louisiana,Lafayette,30°13′N 92°02′W / 30.21°N 92.03°W,September,70,78,77,60.27568851,67,6,56.1,maize
Michigan,Ann Arbor,42°17′N 83°44′W / 42.28°N 83.73°W,September,89,85,79,50.32307886,78,3,85.2,mango
Minnesota,Rochester,44°01′N 92°29′W / 44.02°N 92.48°W,September,93,65,60,50.27977562,65,5,53,lentil
Connecticut,Hartford,41°46′N 72°41′W / 41.77°N 72.68°W,September,77,81,77,76.88729547,79,8,84.7,cotton
Texas,College Station,30°35′N 96°18′W / 30.59°N 96.30°W,September,67,61,71,79.2938127,69,4,130.3,rice
California,Fairfield,38°16′N 122°02′W / 38.26°N 122.03°W,September,76,76,81,66.4025206,69,3,122.9,jute
North Carolina,Wilmington,34°13′N 77°53′W / 34.21°N 77.89°W,September,71,65,60,51.95736444,83,8,42.3,jute
South Carolina,North Charleston,32°55′N 80°04′W / 32.92°N 80.07°W,September,80,66,62,79.28261536,75,8,51.1,watermelon
Montana,Billings,45°47′N 108°33′W / 45.79°N 108.55°W,September,68,40,42,69.64331943,71,5,40.8,maize
Florida,West Palm Beach,26°45′N 80°08′W / 26.75°N 80.13°W,September,83,60,67,78.32389908,85,6,114.3,grapes
California,Berkeley,37°52′N 122°18′W / 37.87°N 122.30°W,September,77,66,71,47.42761956,72,7,130.4,pigeonpeas
Massachusetts,Cambridge,42°23′N 71°07′W / 42.38°N 71.12°W,September,65,57,54,48.25362799,76,4,115.9,chickpea
Florida,Clearwater,27°59′N 82°46′W / 27.98°N 82.77°W,September,85,42,69,66.93867183,77,6,80.1,mungbean
Utah,West Jordan,40°36′N 112°00′W / 40.60°N 112.00°W,September,72,48,51,51.3951778,68,6,97.2,pigeonpeas
Indiana,Evansville,37°59′N 87°32′W / 37.99°N 87.53°W,September,84,58,75,63.82395129,67,8,44,jute
Texas,Richardson,32°58′N 96°43′W / 32.97°N 96.71°W,September,80,68,60,52.42450583,78,4,91.3,orange
Oklahoma,Broken Arrow,36°02′N 95°47′W / 36.04°N 95.78°W,September,79,73,59,63.827958,78,3,81.9,orange
California,Richmond,37°57′N 122°22′W / 37.95°N 122.36°W,September,84,45,61,50.75255408,83,7,99.2,orange
Texas,League City,29°29′N 95°07′W / 29.49°N 95.11°W,September,85,72,51,67.64468402,81,3,58.9,cotton
New Hampshire,Manchester,42°59′N 71°26′W / 42.98°N 71.44°W,September,69,43,78,49.91145798,72,6,110.2,orange
Florida,Lakeland,28°04′N 81°57′W / 28.06°N 81.95°W,September,79,77,73,59.33116148,78,5,98.3,kidneybeans
California,Carlsbad,33°08′N 117°17′W / 33.13°N 117.28°W,September,69,42,44,59.29666887,85,8,99.3,pomegranate
California,Antioch,37°59′N 121°48′W / 37.98°N 121.80°W,September,68,72,43,70.76871805,83,3,120.4,pomegranate
Colorado,Westminster,39°53′N 105°04′W / 39.88°N 105.06°W,September,69,59,55,58.00401112,71,8,99.3,blackgram
North Carolina,High Point,35°59′N 79°59′W / 35.99°N 79.99°W,September,86,75,78,77.36058798,80,4,55.1,jute
Utah,Provo,40°15′N 111°39′W / 40.25°N 111.65°W,September,79,61,67,59.96844364,82,8,54.9,lentil
Massachusetts,Lowell,42°38′N 71°19′W / 42.64°N 71.32°W,September,78,75,47,73.20613544,75,6,100.8,mungbean
Illinois,Elgin,42°02′N 88°20′W / 42.04°N 88.33°W,September,68,40,85,47.41246033,82,5,120.2,cotton
Connecticut,Waterbury,41°34′N 73°02′W / 41.56°N 73.04°W,September,83,72,42,46.02559345,70,6,95.9,maize
Illinois,Springfield,39°47′N 89°38′W / 39.79°N 89.64°W,September,78,81,55,78.24717532,84,5,129.1,mungbean
Oregon,Gresham,45°30′N 122°26′W / 45.50°N 122.44°W,September,81,60,48,52.44158836,70,5,89.3,rice
California,Murrieta,33°34′N 117°11′W / 33.57°N 117.19°W,September,78,42,84,49.05990454,77,6,139.8,muskmelon
Texas,Lewisville,33°03′N 96°59′W / 33.05°N 96.98°W,September,84,48,85,76.14299125,82,3,67.6,mango
New Mexico,Las Cruces,32°20′N 106°47′W / 32.33°N 106.79°W,September,76,73,55,60.80155582,83,5,130.4,apple
Michigan,Lansing,42°43′N 84°34′W / 42.71°N 84.56°W,September,73,42,58,66.97344871,68,3,137.4,kidneybeans
Texas,Beaumont,30°05′N 94°09′W / 30.08°N 94.15°W,September,75,53,84,50.22304566,84,4,141.9,blackgram
Texas,Odessa,31°53′N 102°21′W / 31.88°N 102.35°W,September,75,73,66,79.29716055,74,8,121.1,apple
Colorado,Pueblo,38°16′N 104°37′W / 38.27°N 104.61°W,September,66,49,62,61.96910938,68,5,110.4,watermelon
Illinois,Peoria,40°45′N 89°37′W / 40.75°N 89.62°W,September,92,63,53,65.86048436,84,7,48.2,orange
California,Downey,33°56′N 118°08′W / 33.94°N 118.13°W,September,74,69,53,70.49714097,78,4,46.7,orange
Florida,Pompano Beach,26°14′N 80°08′W / 26.24°N 80.13°W,September,83,59,44,67.66126141,72,8,40.1,orange
Florida,Miami Gardens,25°57′N 80°14′W / 25.95°N 80.24°W,September,66,40,81,67.82290213,68,7,137.3,grapes
California,Temecula,33°29′N 117°08′W / 33.49°N 117.13°W,September,75,44,51,65.04356816,70,4,77.4,kidneybeans
Washington,Everett,47°57′N 122°11′W / 47.95°N 122.19°W,September,73,54,80,68.34463439,80,3,102.8,mothbeans
California,Costa Mesa,33°40′N 117°55′W / 33.67°N 117.91°W,September,93,49,80,45.7458175,71,8,76.4,pomegranate
California,Ventura,34°16′N 119°15′W / 34.27°N 119.25°W,September,83,45,54,73.18007731,75,3,92.8,papaya
Nevada,Sparks,39°34′N 119°43′W / 39.57°N 119.72°W,September,91,56,48,48.8780497,77,6,90.3,cotton
California,Santa Maria,34°56′N 120°26′W / 34.93°N 120.44°W,September,68,59,72,66.91277951,69,8,143.8,muskmelon
Texas,Sugar Land,29°35′N 95°38′W / 29.59°N 95.63°W,September,75,41,70,76.68372631,77,8,83.6,mungbean
Colorado,Greeley,40°25′N 104°46′W / 40.41°N 104.77°W,September,77,81,45,64.39940432,67,3,110.1,mothbeans
Georgia,South Fulton,33°40′N 84°34′W / 33.66°N 84.57°W,September,82,72,71,54.21902153,77,3,57.2,jute
Michigan,Dearborn,42°19′N 83°13′W / 42.31°N 83.21°W,September,90,76,83,47.12829082,77,5,120.7,lentil
North Carolina,Concord,35°23′N 80°38′W / 35.39°N 80.64°W,September,79,70,63,49.82909009,84,6,140.2,grapes
New Jersey,Edison,40°30′N 74°21′W / 40.50°N 74.35°W,September,66,73,48,74.47840121,83,7,121.6,mothbeans
Texas,Tyler,32°19′N 95°19′W / 32.32°N 95.31°W,September,84,85,60,66.79023607,82,3,128.7,chickpea
Georgia,Sandy Springs,33°56′N 84°22′W / 33.93°N 84.37°W,September,75,80,69,52.96713242,70,7,75.7,mothbeans
California,West Covina,34°04′N 117°55′W / 34.06°N 117.91°W,September,80,59,44,64.88135384,71,7,111.6,muskmelon
Wisconsin,Green Bay,44°31′N 87°59′W / 44.52°N 87.99°W,September,65,83,76,46.61692176,76,8,134.8,cotton
Colorado,Centennial,39°35′N 104°52′W / 39.59°N 104.87°W,September,82,63,76,57.50962097,66,5,141.8,maize
California,Jurupa Valley,34°00′N 117°28′W / 34.00°N 117.47°W,September,66,48,70,66.18599954,74,4,100.8,papaya
California,El Monte,34°04′N 118°02′W / 34.07°N 118.03°W,September,86,67,68,65.79904122,80,6,108,mango
Texas,Allen,33°07′N 96°40′W / 33.11°N 96.67°W,September,66,75,51,76.54631068,76,4,89.5,jute
Oregon,Hillsboro,45°32′N 122°56′W / 45.53°N 122.94°W,September,87,50,72,76.65947877,67,6,89,jute
California,Menifee,33°41′N 117°11′W / 33.69°N 117.18°W,September,86,63,54,75.44426978,85,5,109.1,cotton
Idaho,Nampa,43°35′N 116°34′W / 43.58°N 116.56°W,September,83,85,66,47.44849842,72,6,70.4,mothbeans
Washington,Spokane Valley,47°40′N 117°14′W / 47.66°N 117.23°W,September,69,55,85,74.95672547,81,6,123,maize
New Mexico,Rio Rancho,35°17′N 106°42′W / 35.29°N 106.70°W,September,78,74,67,73.15724298,77,6,127.9,mango
Massachusetts,Brockton,42°05′N 71°01′W / 42.08°N 71.02°W,September,72,54,64,71.68091685,84,8,98.3,blackgram
California,El Cajon,32°48′N 116°58′W / 32.80°N 116.96°W,September,72,67,50,49.117728,74,7,42.3,blackgram
California,Burbank,34°11′N 118°20′W / 34.19°N 118.33°W,September,87,78,74,57.42257607,76,5,131.4,pomegranate
California,Inglewood,33°58′N 118°20′W / 33.96°N 118.34°W,September,87,76,57,59.43289315,76,4,102.8,mothbeans
Washington,Renton,47°29′N 122°11′W / 47.48°N 122.19°W,September,71,60,67,64.90597432,77,5,130.6,mungbean
Florida,Davie,26°05′N 80°17′W / 26.08°N 80.28°W,September,84,79,45,47.00030661,76,4,41.3,rice
California,Rialto,34°07′N 117°23′W / 34.12°N 117.39°W,September,80,45,51,71.65020498,83,5,124.3,lentil
Colorado,Boulder,40°01′N 105°15′W / 40.02°N 105.25°W,September,83,68,52,70.47798433,66,7,147.4,maize
Indiana,South Bend,41°41′N 86°16′W / 41.68°N 86.27°W,September,77,53,52,49.40661631,72,5,53,banana
New Jersey,Woodbridge,40°34′N 74°17′W / 40.56°N 74.29°W,September,72,41,63,55.52415302,83,5,117.3,grapes
California,Vacaville,38°22′N 121°58′W / 38.36°N 121.97°W,September,75,77,73,58.81463505,78,7,130.9,grapes
Texas,Wichita Falls,33°55′N 98°32′W / 33.91°N 98.53°W,September,78,50,59,77.38753875,80,3,108.5,papaya
Missouri,Lee's Summit,38°55′N 94°23′W / 38.92°N 94.38°W,September,73,81,47,74.37472419,83,5,87.3,orange
Texas,Edinburg,26°19′N 98°10′W / 26.32°N 98.16°W,September,68,61,80,57.81490541,82,5,108.1,lentil
California,Chico,39°46′N 121°49′W / 39.76°N 121.82°W,September,76,85,40,60.47605936,82,7,69.2,kidneybeans
California,San Mateo,37°34′N 122°19′W / 37.56°N 122.31°W,September,88,72,54,49.46857916,84,3,91.1,papaya
Oregon,Bend,44°04′N 121°19′W / 44.06°N 121.31°W,September,75,56,79,55.53241877,77,8,54.4,kidneybeans
Arizona,Goodyear,33°15′N 112°22′W / 33.25°N 112.37°W,September,80,54,81,47.66174827,77,6,71.6,jute
Arizona,Buckeye,33°26′N 112°38′W / 33.43°N 112.64°W,September,80,78,80,56.41640384,79,8,47.1,blackgram
California,Daly City,37°41′N 122°28′W / 37.69°N 122.47°W,September,83,72,85,60.21890886,76,5,81.5,kidneybeans
Indiana,Fishers,39°58′N 85°58′W / 39.96°N 85.97°W,September,88,74,72,58.68791973,72,8,48,jute
Massachusetts,Quincy,42°16′N 71°01′W / 42.26°N 71.01°W,September,91,71,81,75.16618729,85,3,149.5,apple
Iowa,Davenport,41°34′N 90°36′W / 41.56°N 90.60°W,September,78,47,62,61.28952827,82,3,42.8,lentil
California,Hesperia,34°24′N 117°19′W / 34.40°N 117.32°W,September,93,80,47,58.66216087,76,6,117.3,papaya
Massachusetts,New Bedford,41°40′N 70°56′W / 41.66°N 70.94°W,September,65,74,47,47.28206772,71,5,119.2,grapes
Massachusetts,Lynn,42°28′N 70°58′W / 42.47°N 70.96°W,September,72,69,51,78.51044616,75,5,66.2,rice
Indiana,Carmel,39°58′N 86°09′W / 39.97°N 86.15°W,September,91,84,64,66.08719307,65,6,64.6,apple
Colorado,Longmont,40°10′N 105°06′W / 40.17°N 105.10°W,September,80,74,84,76.06378712,70,6,106.2,papaya
Alabama,Tuscaloosa,33°14′N 87°32′W / 33.23°N 87.53°W,September,73,62,49,73.28624,84,7,54.1,maize
California,Norwalk,33°55′N 118°05′W / 33.91°N 118.08°W,October,89,74,60,45.24987561,81,7,58.2,mango
New York,New York,40°40′N 73°56′W / 40.66°N 73.94°W,October,75,44,48,79.62330091,84,5,69.9,muskmelon
California,Los Angeles,34°01′N 118°25′W / 34.02°N 118.41°W,October,81,70,67,75.00378749,75,6,42.4,watermelon
Illinois,Chicago,41°50′N 87°41′W / 41.84°N 87.68°W,October,67,44,81,74.41435365,84,7,76.7,muskmelon
Texas,Houston,29°47′N 95°23′W / 29.79°N 95.39°W,October,67,84,73,63.59178114,85,3,50,orange
Arizona,Phoenix,33°34′N 112°05′W / 33.57°N 112.09°W,October,74,77,76,57.34177668,71,5,97.6,pigeonpeas
Pennsylvania,Philadelphia,40°01′N 75°08′W / 40.01°N 75.13°W,October,85,78,50,51.40977516,69,8,74.7,chickpea
Texas,San Antonio,29°28′N 98°31′W / 29.46°N 98.52°W,October,83,44,80,58.26486456,82,6,72.2,chickpea
California,San Diego,32°49′N 117°08′W / 32.81°N 117.14°W,October,90,57,51,74.41027775,80,4,123.9,chickpea
Texas,Dallas,32°47′N 96°46′W / 32.79°N 96.77°W,October,83,79,54,56.58040901,78,8,97.3,pigeonpeas
California,San Jose,37°18′N 121°49′W / 37.30°N 121.81°W,October,70,67,61,46.26196001,83,6,144.1,watermelon
Texas,Austin,30°18′N 97°45′W / 30.30°N 97.75°W,October,73,50,61,49.61939261,82,5,112.9,mango
Florida,Jacksonville,30°20′N 81°40′W / 30.34°N 81.66°W,October,80,75,40,61.31842042,85,8,123.5,maize
Texas,Fort Worth,32°47′N 97°21′W / 32.78°N 97.35°W,October,89,41,77,47.14297869,73,8,147.9,mungbean
Ohio,Columbus,39°59′N 82°59′W / 39.99°N 82.99°W,October,86,43,70,48.05684352,80,4,105.8,mungbean
Indiana,Indianapolis,39°47′N 86°09′W / 39.78°N 86.15°W,October,89,78,80,76.12530166,76,4,68.4,mango
North Carolina,Charlotte,35°13′N 80°50′W / 35.21°N 80.83°W,October,87,73,83,71.55285885,77,7,86.4,pigeonpeas
California,San Francisco,37°44′N 123°02′W / 37.73°N 123.03°W,October,82,84,80,58.35750829,75,6,98.2,orange
Washington,Seattle,47°37′N 122°21′W / 47.62°N 122.35°W,October,91,59,52,70.10168256,76,3,96.7,papaya
Colorado,Denver,39°46′N 104°53′W / 39.76°N 104.88°W,October,80,41,76,57.78727704,83,5,136.9,mothbeans
Oklahoma,Oklahoma City,35°28′N 97°31′W / 35.47°N 97.51°W,October,71,52,83,69.1037467,77,5,57.8,watermelon
Tennessee,Nashville,36°10′N 86°47′W / 36.17°N 86.79°W,October,82,78,69,73.06339681,82,5,144.7,papaya
Texas,El Paso,31°51′N 106°26′W / 31.85°N 106.43°W,October,93,69,85,57.00659381,67,3,74.5,chickpea
District of Columbia,Washington,38°54′N 77°01′W / 38.90°N 77.02°W,October,73,83,64,72.4524028,76,3,79.3,muskmelon
Massachusetts,Boston,42°20′N 71°01′W / 42.34°N 71.02°W,October,88,45,57,49.17443119,69,5,143.3,mothbeans
Nevada,Las Vegas,36°14′N 115°16′W / 36.23°N 115.26°W,October,84,68,82,74.95729302,82,7,63.3,chickpea
Oregon,Portland,45°32′N 122°39′W / 45.54°N 122.65°W,October,71,66,71,57.72243258,84,6,87.9,blackgram
Michigan,Detroit,42°23′N 83°06′W / 42.38°N 83.10°W,October,78,69,70,68.88551703,66,7,114.9,watermelon
Kentucky,Louisville,38°10′N 85°39′W / 38.17°N 85.65°W,October,89,44,58,58.74366288,80,6,134.8,blackgram
Tennessee,Memphis,35°07′N 89°58′W / 35.11°N 89.97°W,October,84,50,85,51.89425202,78,6,83.9,rice
Maryland,Baltimore,39°18′N 76°37′W / 39.30°N 76.61°W,October,73,65,50,56.75324931,76,5,69.4,papaya
Wisconsin,Milwaukee,43°04′N 87°58′W / 43.06°N 87.97°W,October,68,80,45,52.42480954,68,8,63.8,muskmelon
New Mexico,Albuquerque,35°06′N 106°39′W / 35.10°N 106.65°W,October,92,83,45,56.97746723,83,4,131.8,kidneybeans
California,Fresno,36°47′N 119°47′W / 36.78°N 119.79°W,October,76,45,65,64.80059997,66,6,55.3,rice
Arizona,Tucson,32°09′N 110°52′W / 32.15°N 110.87°W,October,83,73,45,64.0219652,85,6,95.6,mango
California,Sacramento,38°34′N 121°28′W / 38.57°N 121.47°W,October,66,63,80,79.29925197,72,7,74.2,mango
Arizona,Mesa,33°24′N 111°43′W / 33.40°N 111.72°W,October,87,65,62,78.81339159,66,8,110.3,kidneybeans
Missouri,Kansas City,39°07′N 94°34′W / 39.12°N 94.56°W,October,74,83,50,57.97550306,80,6,140.7,mothbeans
Georgia,Atlanta,33°46′N 84°25′W / 33.76°N 84.42°W,October,79,82,51,46.75933995,67,4,121.9,muskmelon
Nebraska,Omaha,41°16′N 96°03′W / 41.26°N 96.05°W,October,69,42,58,66.05973141,75,3,107.9,apple
Colorado,Colorado Springs,38°52′N 104°46′W / 38.87°N 104.76°W,October,81,79,43,76.93779085,66,8,57.4,blackgram
North Carolina,Raleigh,35°50′N 78°38′W / 35.83°N 78.64°W,October,69,64,40,57.46187367,73,4,148,lentil
Virginia,Virginia Beach,36°47′N 76°02′W / 36.78°N 76.03°W,October,72,54,43,67.83562808,82,7,96.6,muskmelon
California,Long Beach,33°47′N 118°10′W / 33.78°N 118.17°W,October,78,75,72,60.42971088,67,8,48.8,mothbeans
Florida,Miami,25°47′N 80°13′W / 25.78°N 80.21°W,October,79,73,81,58.30890215,71,4,82.5,maize
California,Oakland,37°46′N 122°14′W / 37.77°N 122.23°W,October,92,45,48,47.68714248,79,6,105.1,kidneybeans
Minnesota,Minneapolis,44°58′N 93°16′W / 44.96°N 93.27°W,October,70,61,73,54.32581066,65,5,113.1,grapes
Oklahoma,Tulsa,36°08′N 95°54′W / 36.13°N 95.90°W,October,81,59,63,79.53704579,79,4,112.6,blackgram
California,Bakersfield,35°21′N 119°02′W / 35.35°N 119.04°W,October,66,62,65,55.78374705,75,5,95.4,banana
Kansas,Wichita,37°41′N 97°21′W / 37.69°N 97.35°W,October,88,54,57,73.49822714,76,6,89.7,grapes
Texas,Arlington,32°42′N 97°07′W / 32.70°N 97.12°W,October,91,80,78,65.19378284,74,6,142.6,lentil
Colorado,Aurora,39°42′N 104°43′W / 39.70°N 104.72°W,October,82,79,41,71.08548618,69,5,103.1,pigeonpeas
Florida,Tampa,27°58′N 82°28′W / 27.97°N 82.47°W,October,80,65,62,48.61595994,76,6,96.8,jute
Louisiana,New Orleans,30°03′N 89°56′W / 30.05°N 89.93°W,October,89,67,47,49.7147723,67,5,107,mothbeans
Ohio,Cleveland,41°29′N 81°41′W / 41.48°N 81.68°W,October,66,61,44,69.1086708,76,3,144.5,grapes
California,Anaheim,33°52′N 117°46′W / 33.86°N 117.76°W,October,82,79,70,63.65327478,71,4,104.3,apple
Hawaii,Honolulu,21°19′N 157°51′W / 21.32°N 157.85°W,October,76,82,54,52.10158377,69,7,89.8,lentil
Nevada,Henderson,36°01′N 115°02′W / 36.01°N 115.04°W,October,76,53,59,51.25777138,71,7,93.2,mothbeans
California,Stockton,37°59′N 121°19′W / 37.98°N 121.31°W,October,81,45,79,50.91116734,83,7,120.9,lentil
Kentucky,Lexington,38°02′N 84°28′W / 38.04°N 84.46°W,October,71,61,58,53.68712917,84,6,93.2,mothbeans
Texas,Corpus Christi,27°45′N 97°10′W / 27.75°N 97.17°W,October,78,76,85,74.69860577,82,5,129.7,cotton
California,Riverside,33°56′N 117°23′W / 33.94°N 117.39°W,October,91,50,42,67.22254245,70,4,65.5,maize
California,Santa Ana,33°44′N 117°53′W / 33.74°N 117.88°W,October,77,81,68,72.3614399,83,3,45.6,blackgram
Florida,Orlando,28°25′N 81°15′W / 28.41°N 81.25°W,October,76,81,66,72.21221337,68,3,100.8,rice
California,Irvine,33°41′N 117°46′W / 33.68°N 117.77°W,October,79,77,72,76.77317514,80,8,105.5,maize
Ohio,Cincinnati,39°08′N 84°31′W / 39.14°N 84.51°W,October,76,61,68,52.21154334,70,3,74,apple
New Jersey,Newark,40°43′N 74°10′W / 40.72°N 74.17°W,October,93,80,71,55.34372694,74,7,119.4,blackgram
Minnesota,Saint Paul,44°57′N 93°06′W / 44.95°N 93.10°W,October,78,55,79,69.12636116,80,5,92.2,blackgram
Pennsylvania,Pittsburgh,40°26′N 79°59′W / 40.44°N 79.98°W,October,78,49,44,61.21427358,84,8,69,chickpea
North Carolina,Greensboro,36°06′N 79°50′W / 36.10°N 79.83°W,October,72,76,64,77.00325888,71,6,108.9,papaya
Missouri,St. Louis,38°38′N 90°14′W / 38.64°N 90.24°W,October,78,62,50,46.48924969,81,8,109.8,papaya
Nebraska,Lincoln,40°49′N 96°41′W / 40.81°N 96.68°W,October,86,66,77,48.29772743,66,3,99.1,maize
Texas,Plano,33°03′N 96°45′W / 33.05°N 96.75°W,October,73,78,68,71.69958143,70,6,108.6,muskmelon
Alaska,Anchorage,61°10′N 149°17′W / 61.17°N 149.28°W,October,69,58,80,45.77473803,71,6,122.8,lentil
North Carolina,Durham,35°59′N 78°54′W / 35.98°N 78.90°W,October,83,51,47,53.97477728,79,3,73.9,mothbeans
New Jersey,Jersey City,40°43′N 74°04′W / 40.71°N 74.06°W,October,88,68,65,78.22591926,66,7,44.4,grapes
Arizona,Chandler,33°17′N 111°51′W / 33.28°N 111.85°W,October,88,65,72,59.26834066,71,8,76.3,rice
California,Chula Vista,32°38′N 117°01′W / 32.63°N 117.02°W,October,93,73,66,64.40269618,82,3,144,cotton
New York,Buffalo,42°53′N 78°52′W / 42.89°N 78.86°W,October,70,55,71,72.42968587,80,6,76.7,apple
Nevada,North Las Vegas,36°17′N 115°05′W / 36.28°N 115.09°W,October,69,50,74,61.90702181,78,5,98.6,lentil
Arizona,Gilbert,33°19′N 111°44′W / 33.31°N 111.74°W,October,70,77,56,49.75634359,66,3,79.7,watermelon
Wisconsin,Madison,43°05′N 89°26′W / 43.09°N 89.43°W,October,72,64,73,59.23586938,66,3,84.9,mothbeans
Nevada,Reno,39°33′N 119°51′W / 39.55°N 119.85°W,October,75,59,81,79.03079043,75,4,99.9,cotton
Ohio,Toledo,41°40′N 83°35′W / 41.66°N 83.58°W,October,91,67,72,66.28020179,72,5,94.1,rice
Indiana,Fort Wayne,41°05′N 85°08′W / 41.09°N 85.14°W,October,87,80,62,57.32262062,66,3,141.4,jute
Texas,Lubbock,33°34′N 101°53′W / 33.57°N 101.89°W,October,75,76,79,66.93764646,85,5,66.5,orange
Florida,St. Petersburg,27°46′N 82°38′W / 27.77°N 82.64°W,October,92,57,72,56.39532492,75,5,105.1,banana
Texas,Laredo,27°34′N 99°29′W / 27.56°N 99.49°W,October,73,48,43,73.01804167,66,7,100.3,rice
Texas,Irving,32°52′N 96°58′W / 32.86°N 96.97°W,October,70,42,85,69.52979281,66,8,139.8,jute
Virginia,Chesapeake,36°41′N 76°18′W / 36.68°N 76.30°W,October,91,73,62,68.93458633,77,3,73.2,muskmelon
North Carolina,Winston–Salem,36°06′N 80°16′W / 36.10°N 80.26°W,October,70,49,80,63.20842072,67,3,111.1,mothbeans
Arizona,Glendale,33°32′N 112°11′W / 33.53°N 112.19°W,October,70,56,48,72.83125005,83,8,108.4,kidneybeans
Arizona,Scottsdale,33°41′N 111°52′W / 33.68°N 111.86°W,October,84,79,81,63.95879188,65,5,61.2,mothbeans
Texas,Garland,32°55′N 96°38′W / 32.91°N 96.63°W,October,87,70,66,78.10915752,80,3,57.7,maize
Idaho,Boise,43°36′N 116°14′W / 43.60°N 116.23°W,October,77,56,84,61.94355068,74,6,147.2,muskmelon
